date,symbol,open,high,low,close,volume,lppl_signal,signal_strength,position_reason,action,target_position,param_source
2023-03-15,000001.SH,3261.03,3273.12,3256.86,3263.31,305168798.0,none,0.0,无信号,hold,1.0,default_cli
2023-03-16,000001.SH,3244.47,3257.43,3224.72,3226.89,327389632.0,none,0.0,无信号,hold,1.0,default_cli
2023-03-17,000001.SH,3245.26,3279.92,3240.16,3250.55,343001022.0,none,0.0,无信号,hold,1.0,default_cli
2023-03-20,000001.SH,3253.93,3267.99,3231.65,3234.91,392517391.0,none,0.0,无信号,hold,1.0,default_cli
2023-03-21,000001.SH,3240.84,3256.0,3237.89,3255.65,301810779.0,negative_bubble,0.6176273440257546,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-03-22,000001.SH,3263.41,3279.39,3255.74,3265.75,290840462.0,none,0.0,无信号,hold,1.0,default_cli
2023-03-23,000001.SH,3258.78,3286.65,3252.99,3286.65,306118393.0,none,0.0,无信号,hold,1.0,default_cli
2023-03-24,000001.SH,3282.74,3282.74,3260.84,3265.65,324513337.0,none,0.0,无信号,hold,1.0,default_cli
2023-03-27,000001.SH,3261.82,3261.82,3229.7,3251.4,337861206.0,none,0.0,无信号,hold,1.0,default_cli
2023-03-28,000001.SH,3256.6,3264.1,3241.74,3245.38,295682660.0,negative_bubble,0.6180736460536604,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-03-29,000001.SH,3253.62,3254.56,3229.58,3240.06,296900508.0,none,0.0,无信号,hold,1.0,default_cli
2023-03-30,000001.SH,3243.07,3263.74,3220.98,3261.25,299898295.0,none,0.0,无信号,hold,1.0,default_cli
2023-03-31,000001.SH,3263.41,3278.42,3260.04,3272.86,283613746.0,none,0.0,无信号,hold,1.0,default_cli
2023-04-03,000001.SH,3277.34,3299.73,3276.42,3296.4,357676775.0,none,0.0,无信号,hold,1.0,default_cli
2023-04-04,000001.SH,3297.18,3312.56,3290.99,3312.56,385871617.0,negative_bubble,0.6205353136551575,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-04-06,000001.SH,3302.75,3314.53,3296.06,3312.63,327155424.0,none,0.0,无信号,hold,1.0,default_cli
2023-04-07,000001.SH,3312.48,3328.85,3308.06,3327.65,283032247.0,none,0.0,无信号,hold,1.0,default_cli
2023-04-10,000001.SH,3331.51,3332.72,3309.92,3315.36,340819845.0,none,0.0,无信号,hold,1.0,default_cli
2023-04-11,000001.SH,3317.08,3317.45,3298.25,3313.57,320566055.0,none,0.0,无信号,hold,1.0,default_cli
2023-04-12,000001.SH,3316.86,3330.71,3315.4,3327.18,343025315.0,negative_bubble,0.6168512472427412,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-04-13,000001.SH,3321.27,3334.47,3309.25,3318.36,347862106.0,none,0.0,无信号,hold,1.0,default_cli
2023-04-14,000001.SH,3326.37,3340.08,3316.81,3338.15,338299275.0,none,0.0,无信号,hold,1.0,default_cli
2023-04-17,000001.SH,3337.06,3385.61,3336.39,3385.61,402809926.0,none,0.0,无信号,hold,1.0,default_cli
2023-04-18,000001.SH,3379.23,3396.17,3375.78,3393.33,348399486.0,none,0.0,无信号,hold,1.0,default_cli
2023-04-19,000001.SH,3391.35,3394.96,3364.64,3370.13,346123443.0,none,0.0,无信号,hold,1.0,default_cli
2023-04-20,000001.SH,3367.05,3371.37,3344.02,3367.03,350354965.0,none,0.0,无信号,hold,1.0,default_cli
2023-04-21,000001.SH,3364.0,3367.61,3301.26,3301.26,387395098.0,none,0.0,无信号,hold,1.0,default_cli
2023-04-24,000001.SH,3300.81,3303.09,3264.93,3275.41,354255626.0,none,0.0,无信号,hold,1.0,default_cli
2023-04-25,000001.SH,3276.4,3288.57,3229.45,3264.87,380895729.0,none,0.0,无信号,hold,1.0,default_cli
2023-04-26,000001.SH,3255.22,3277.98,3239.99,3264.1,357917842.0,none,0.0,无信号,hold,1.0,default_cli
2023-04-27,000001.SH,3256.23,3299.3,3253.11,3285.88,341590534.0,none,0.0,无信号,hold,1.0,default_cli
2023-04-28,000001.SH,3283.12,3324.88,3283.12,3323.27,401554785.0,none,0.0,无信号,hold,1.0,default_cli
2023-05-04,000001.SH,3306.48,3352.75,3302.03,3350.46,483364916.0,none,0.0,无信号,hold,1.0,default_cli
2023-05-05,000001.SH,3350.65,3364.14,3321.19,3334.5,436504494.0,none,0.0,无信号,hold,1.0,default_cli
2023-05-08,000001.SH,3340.99,3400.18,3340.99,3395.0,534103659.0,negative_bubble,0.6792720781713235,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-05-09,000001.SH,3402.39,3418.95,3356.12,3357.67,573013309.0,none,0.0,无信号,hold,1.0,default_cli
2023-05-10,000001.SH,3347.7,3349.72,3305.25,3319.15,451739731.0,none,0.0,无信号,hold,1.0,default_cli
2023-05-11,000001.SH,3323.66,3333.25,3307.29,3309.55,354258271.0,none,0.0,无信号,hold,1.0,default_cli
2023-05-12,000001.SH,3304.46,3319.13,3271.43,3272.36,347314983.0,none,0.0,无信号,hold,1.0,default_cli
2023-05-15,000001.SH,3269.88,3310.74,3235.87,3310.74,388045887.0,negative_bubble,0.6098015773221794,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-05-16,000001.SH,3310.16,3317.9,3282.49,3290.99,322479410.0,none,0.0,无信号,hold,1.0,default_cli
2023-05-17,000001.SH,3281.97,3298.52,3269.89,3284.23,285744050.0,none,0.0,无信号,hold,1.0,default_cli
2023-05-18,000001.SH,3288.41,3313.86,3284.17,3297.32,309967472.0,none,0.0,无信号,hold,1.0,default_cli
2023-05-19,000001.SH,3288.89,3302.34,3268.22,3283.54,285404064.0,none,0.0,无信号,hold,1.0,default_cli
2023-05-22,000001.SH,3278.6,3308.53,3276.54,3296.47,273889998.0,negative_bubble,0.6161868616412062,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-05-23,000001.SH,3294.79,3298.23,3246.24,3246.24,275279083.0,none,0.0,无信号,hold,1.0,default_cli
2023-05-24,000001.SH,3237.7,3237.7,3204.38,3204.75,288720257.0,none,0.0,无信号,hold,1.0,default_cli
2023-05-25,000001.SH,3197.36,3207.02,3168.57,3201.26,283588925.0,none,0.0,无信号,hold,1.0,default_cli
2023-05-26,000001.SH,3198.88,3220.77,3179.82,3212.5,261700479.0,none,0.0,无信号,hold,1.0,default_cli
2023-05-29,000001.SH,3219.76,3230.97,3208.96,3221.45,297389487.0,negative_bubble,0.6061931755005205,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-05-30,000001.SH,3214.67,3230.63,3186.63,3224.21,303532460.0,none,0.0,无信号,hold,1.0,default_cli
2023-05-31,000001.SH,3214.66,3216.36,3190.27,3204.56,294573338.0,none,0.0,无信号,hold,1.0,default_cli
2023-06-01,000001.SH,3196.15,3225.09,3189.52,3204.63,312330759.0,none,0.0,无信号,hold,1.0,default_cli
2023-06-02,000001.SH,3212.45,3233.99,3211.74,3230.07,294667098.0,none,0.0,无信号,hold,1.0,default_cli
2023-06-05,000001.SH,3231.81,3244.18,3221.63,3232.44,278060203.0,none,0.0,无信号,hold,1.0,default_cli
2023-06-06,000001.SH,3228.41,3247.35,3189.27,3195.34,308285872.0,none,0.0,无信号,hold,1.0,default_cli
2023-06-07,000001.SH,3197.47,3210.33,3188.01,3197.76,258063400.0,none,0.0,无信号,hold,1.0,default_cli
2023-06-08,000001.SH,3194.83,3225.53,3180.54,3213.59,293530741.0,none,0.0,无信号,hold,1.0,default_cli
2023-06-09,000001.SH,3213.03,3231.41,3206.1,3231.41,314155501.0,none,0.0,无信号,hold,1.0,default_cli
2023-06-12,000001.SH,3225.3,3239.44,3210.71,3228.83,313784444.0,none,0.0,无信号,hold,1.0,default_cli
2023-06-13,000001.SH,3223.9,3235.09,3215.5,3233.67,280628454.0,none,0.0,无信号,hold,1.0,default_cli
2023-06-14,000001.SH,3238.12,3248.46,3226.77,3228.99,303537260.0,none,0.0,无信号,hold,1.0,default_cli
2023-06-15,000001.SH,3230.45,3252.98,3229.15,3252.98,313255752.0,none,0.0,无信号,hold,1.0,default_cli
2023-06-16,000001.SH,3256.3,3276.55,3255.5,3273.33,326281846.0,none,0.0,无信号,hold,1.0,default_cli
2023-06-19,000001.SH,3271.16,3271.16,3251.78,3255.81,327753047.0,none,0.0,无信号,hold,1.0,default_cli
2023-06-20,000001.SH,3252.54,3252.84,3237.79,3240.36,298260596.0,none,0.0,无信号,hold,1.0,default_cli
2023-06-21,000001.SH,3230.11,3236.36,3197.9,3197.9,294377372.0,none,0.0,无信号,hold,1.0,default_cli
2023-06-26,000001.SH,3177.23,3181.08,3144.25,3150.62,308129811.0,none,0.0,无信号,hold,1.0,default_cli
2023-06-27,000001.SH,3153.31,3194.41,3148.27,3189.44,287604327.0,none,0.0,无信号,hold,1.0,default_cli
2023-06-28,000001.SH,3183.49,3192.66,3157.12,3189.38,276231948.0,negative_bubble,0.6042873492450263,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-06-29,000001.SH,3185.42,3196.5,3179.53,3182.38,250340074.0,none,0.0,无信号,hold,1.0,default_cli
2023-06-30,000001.SH,3178.92,3212.99,3177.99,3202.06,265379873.0,none,0.0,无信号,hold,1.0,default_cli
2023-07-03,000001.SH,3209.16,3246.86,3209.16,3243.98,312371395.0,none,0.0,无信号,hold,1.0,default_cli
2023-07-04,000001.SH,3241.23,3246.96,3233.99,3245.35,279248721.0,none,0.0,无信号,hold,1.0,default_cli
2023-07-05,000001.SH,3240.05,3241.84,3218.6,3222.95,264016426.0,none,0.0,无信号,hold,1.0,default_cli
2023-07-06,000001.SH,3215.86,3229.48,3199.72,3205.57,246119032.0,none,0.0,无信号,hold,1.0,default_cli
2023-07-07,000001.SH,3197.47,3212.05,3189.21,3196.61,255688469.0,none,0.0,无信号,hold,1.0,default_cli
2023-07-10,000001.SH,3208.73,3216.53,3192.66,3203.7,236560367.0,none,0.0,无信号,hold,1.0,default_cli
2023-07-11,000001.SH,3211.12,3221.68,3200.38,3221.37,227600467.0,none,0.0,无信号,hold,1.0,default_cli
2023-07-12,000001.SH,3220.38,3224.33,3193.44,3196.13,271423386.0,negative_bubble,0.613780855271459,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-07-13,000001.SH,3202.7,3238.47,3202.7,3236.48,276620508.0,none,0.0,无信号,hold,1.0,default_cli
2023-07-14,000001.SH,3240.97,3248.38,3234.0,3237.7,273327494.0,none,0.0,无信号,hold,1.0,default_cli
2023-07-17,000001.SH,3219.02,3219.02,3195.89,3209.63,250208376.0,none,0.0,无信号,hold,1.0,default_cli
2023-07-18,000001.SH,3206.79,3210.25,3190.0,3197.82,235030259.0,none,0.0,无信号,hold,1.0,default_cli
2023-07-19,000001.SH,3195.01,3204.36,3181.56,3198.84,217355860.0,negative_bubble,0.6169922008010434,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-07-20,000001.SH,3201.91,3209.06,3165.67,3169.52,238932891.0,none,0.0,无信号,hold,1.0,default_cli
2023-07-21,000001.SH,3163.42,3185.64,3157.33,3167.75,225331363.0,none,0.0,无信号,hold,1.0,default_cli
2023-07-24,000001.SH,3157.47,3178.73,3151.13,3164.16,216595211.0,none,0.0,无信号,hold,1.0,default_cli
2023-07-25,000001.SH,3201.46,3231.75,3201.46,3231.52,348617714.0,none,0.0,无信号,hold,1.0,default_cli
2023-07-26,000001.SH,3228.09,3229.89,3212.88,3223.03,317206051.0,negative_bubble,0.6184401237226537,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-07-27,000001.SH,3225.48,3245.6,3210.47,3216.67,327118867.0,none,0.0,无信号,hold,1.0,default_cli
2023-07-28,000001.SH,3206.74,3280.28,3200.99,3275.93,411068434.0,none,0.0,无信号,hold,1.0,default_cli
2023-07-31,000001.SH,3287.21,3322.13,3281.01,3291.04,459030994.0,none,0.0,无信号,hold,1.0,default_cli
2023-08-01,000001.SH,3288.76,3305.34,3279.57,3290.95,459890833.0,none,0.0,无信号,hold,1.0,default_cli
2023-08-02,000001.SH,3281.86,3290.82,3252.3,3261.69,405341499.0,none,0.0,无信号,hold,1.0,default_cli
2023-08-03,000001.SH,3254.57,3280.86,3247.27,3280.46,384691317.0,none,0.0,无信号,hold,1.0,default_cli
2023-08-04,000001.SH,3296.09,3315.05,3281.73,3288.08,470927697.0,none,0.0,无信号,hold,1.0,default_cli
2023-08-07,000001.SH,3276.78,3276.78,3258.54,3268.83,360341484.0,none,0.0,无信号,hold,1.0,default_cli
2023-08-08,000001.SH,3260.72,3274.52,3246.67,3260.62,316520733.0,none,0.0,无信号,hold,1.0,default_cli
2023-08-09,000001.SH,3251.15,3257.08,3240.29,3244.49,271218538.0,negative_bubble,0.6107651441278302,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-08-10,000001.SH,3242.21,3257.03,3234.12,3254.56,287412142.0,none,0.0,无信号,hold,1.0,default_cli
2023-08-11,000001.SH,3254.48,3254.48,3189.25,3189.25,330137750.0,none,0.0,无信号,hold,1.0,default_cli
2023-08-14,000001.SH,3159.71,3180.51,3141.66,3178.43,299840327.0,none,0.0,无信号,hold,1.0,default_cli
2023-08-15,000001.SH,3180.56,3186.23,3147.35,3176.18,273251922.0,none,0.0,无信号,hold,1.0,default_cli
2023-08-16,000001.SH,3164.7,3176.63,3149.72,3150.13,281728292.0,negative_bubble,0.6123828918705645,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-08-17,000001.SH,3137.35,3167.45,3123.25,3163.74,294692586.0,none,0.0,无信号,hold,1.0,default_cli
2023-08-18,000001.SH,3165.1,3179.12,3131.95,3131.95,294390352.0,none,0.0,无信号,hold,1.0,default_cli
2023-08-21,000001.SH,3125.99,3134.96,3092.98,3092.98,265753423.0,none,0.0,无信号,hold,1.0,default_cli
2023-08-22,000001.SH,3103.78,3126.78,3074.53,3120.33,309316335.0,none,0.0,无信号,hold,1.0,default_cli
2023-08-23,000001.SH,3116.27,3116.38,3077.61,3078.4,272244124.0,negative_bubble,0.6070538593210655,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-08-24,000001.SH,3085.91,3106.18,3072.95,3082.24,300024637.0,none,0.0,无信号,hold,1.0,default_cli
2023-08-25,000001.SH,3068.62,3085.05,3053.04,3064.07,293347686.0,none,0.0,无信号,hold,1.0,default_cli
2023-08-28,000001.SH,3219.04,3219.04,3089.12,3098.64,485607764.0,none,0.0,无信号,hold,1.0,default_cli
2023-08-29,000001.SH,3091.94,3145.76,3090.44,3135.89,398875780.0,none,0.0,无信号,hold,1.0,default_cli
2023-08-30,000001.SH,3144.41,3153.69,3126.9,3137.14,347511867.0,negative_bubble,0.5981151877819955,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-08-31,000001.SH,3134.55,3139.98,3113.95,3119.88,313448242.0,none,0.0,无信号,hold,1.0,default_cli
2023-09-01,000001.SH,3126.02,3143.85,3123.19,3133.25,292310992.0,none,0.0,无信号,hold,1.0,default_cli
2023-09-04,000001.SH,3145.94,3177.06,3143.38,3177.06,366391140.0,none,0.0,无信号,hold,1.0,default_cli
2023-09-05,000001.SH,3169.74,3169.74,3150.08,3154.37,294061849.0,none,0.0,无信号,hold,1.0,default_cli
2023-09-06,000001.SH,3147.14,3162.15,3136.9,3158.08,267002230.0,negative_bubble,0.5968275709050718,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-09-07,000001.SH,3152.2,3152.27,3120.82,3122.35,269264733.0,none,0.0,无信号,hold,1.0,default_cli
2023-09-08,000001.SH,3114.23,3126.04,3104.67,3116.72,228125064.0,none,0.0,无信号,hold,1.0,default_cli
2023-09-11,000001.SH,3119.61,3155.1,3113.82,3142.78,290442917.0,none,0.0,无信号,hold,1.0,default_cli
2023-09-12,000001.SH,3140.34,3147.51,3134.32,3137.06,234672051.0,none,0.0,无信号,hold,1.0,default_cli
2023-09-13,000001.SH,3137.77,3143.76,3106.97,3123.07,249701038.0,negative_bubble,0.7283464577454689,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-09-14,000001.SH,3124.85,3135.03,3111.86,3126.55,263990138.0,none,0.0,无信号,hold,1.0,default_cli
2023-09-15,000001.SH,3133.59,3141.96,3107.45,3117.74,292026365.0,none,0.0,无信号,hold,1.0,default_cli
2023-09-18,000001.SH,3110.44,3128.7,3098.5,3125.93,259444257.0,none,0.0,无信号,hold,1.0,default_cli
2023-09-19,000001.SH,3123.99,3131.13,3113.53,3124.96,253652761.0,none,0.0,无信号,hold,1.0,default_cli
2023-09-20,000001.SH,3118.67,3122.13,3108.16,3108.57,228124462.0,none,0.0,无信号,hold,1.0,default_cli
2023-09-21,000001.SH,3103.18,3113.49,3084.7,3084.7,228659100.0,none,0.0,无信号,hold,1.0,default_cli
2023-09-22,000001.SH,3084.76,3132.56,3078.8,3132.43,285978351.0,none,0.0,无信号,hold,1.0,default_cli
2023-09-25,000001.SH,3131.21,3131.21,3112.15,3115.61,258071885.0,none,0.0,无信号,hold,1.0,default_cli
2023-09-26,000001.SH,3114.02,3120.29,3102.27,3102.27,222644313.0,none,0.0,无信号,hold,1.0,default_cli
2023-09-27,000001.SH,3104.04,3125.45,3103.84,3107.32,240495830.0,none,0.0,无信号,hold,1.0,default_cli
2023-09-28,000001.SH,3117.75,3121.84,3105.94,3110.48,236329981.0,none,0.0,无信号,hold,1.0,default_cli
2023-10-09,000001.SH,3100.0,3103.36,3072.64,3096.92,264422205.0,none,0.0,无信号,hold,1.0,default_cli
2023-10-10,000001.SH,3104.37,3109.98,3073.19,3075.24,255327379.0,none,0.0,无信号,hold,1.0,default_cli
2023-10-11,000001.SH,3085.7,3095.66,3071.94,3078.96,259918692.0,none,0.0,无信号,hold,1.0,default_cli
2023-10-12,000001.SH,3101.71,3109.99,3092.18,3107.9,274827998.0,negative_bubble,0.6319131239110687,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-10-13,000001.SH,3092.0,3094.92,3080.55,3088.1,255085235.0,none,0.0,无信号,hold,1.0,default_cli
2023-10-16,000001.SH,3091.06,3091.13,3063.69,3073.81,263882363.0,none,0.0,无信号,hold,1.0,default_cli
2023-10-17,000001.SH,3076.43,3084.07,3064.89,3083.5,259019588.0,none,0.0,无信号,hold,1.0,default_cli
2023-10-18,000001.SH,3076.58,3076.58,3057.06,3058.71,268647155.0,none,0.0,无信号,hold,1.0,default_cli
2023-10-19,000001.SH,3043.2,3043.2,3004.77,3005.39,304038910.0,negative_bubble,0.6173707846511305,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-10-20,000001.SH,2995.36,3006.27,2977.17,2983.06,267113594.0,none,0.0,无信号,hold,1.0,default_cli
2023-10-23,000001.SH,2969.79,2973.66,2923.51,2939.29,278904128.0,none,0.0,无信号,hold,1.0,default_cli
2023-10-24,000001.SH,2944.31,2964.76,2929.09,2962.24,310985389.0,none,0.0,无信号,hold,1.0,default_cli
2023-10-25,000001.SH,2986.41,2993.3,2972.42,2974.11,332392004.0,none,0.0,无信号,hold,1.0,default_cli
2023-10-26,000001.SH,2960.1,2990.33,2956.01,2988.3,291814511.0,negative_bubble,0.5995932554105272,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-10-27,000001.SH,2978.4,3029.21,2974.88,3017.78,321803717.0,none,0.0,无信号,hold,1.0,default_cli
2023-10-30,000001.SH,3009.61,3028.26,3002.35,3021.55,360604238.0,none,0.0,无信号,hold,1.0,default_cli
2023-10-31,000001.SH,3019.65,3023.0,3006.61,3018.77,319859967.0,none,0.0,无信号,hold,1.0,default_cli
2023-11-01,000001.SH,3038.18,3038.33,3013.93,3023.08,280110445.0,none,0.0,无信号,hold,1.0,default_cli
2023-11-02,000001.SH,3028.66,3038.64,3009.12,3009.41,268794581.0,negative_bubble,0.5985686918910833,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-11-03,000001.SH,3012.47,3040.98,3012.47,3030.8,268486347.0,none,0.0,无信号,hold,1.0,default_cli
2023-11-06,000001.SH,3047.13,3058.99,3037.69,3058.41,372949630.0,none,0.0,无信号,hold,1.0,default_cli
2023-11-07,000001.SH,3052.92,3064.58,3042.47,3057.27,326853455.0,none,0.0,无信号,hold,1.0,default_cli
2023-11-08,000001.SH,3051.15,3062.99,3037.29,3052.37,335677834.0,none,0.0,无信号,hold,1.0,default_cli
2023-11-09,000001.SH,3047.65,3063.47,3045.83,3053.28,315621764.0,negative_bubble,0.5985534458693386,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-11-10,000001.SH,3043.56,3044.0,3027.09,3038.97,285546497.0,none,0.0,无信号,hold,1.0,default_cli
2023-11-13,000001.SH,3044.03,3048.62,3028.17,3046.53,290430588.0,none,0.0,无信号,hold,1.0,default_cli
2023-11-14,000001.SH,3046.82,3059.53,3044.43,3056.07,294844733.0,none,0.0,无信号,hold,1.0,default_cli
2023-11-15,000001.SH,3077.03,3080.13,3064.35,3072.83,304250107.0,none,0.0,无信号,hold,1.0,default_cli
2023-11-16,000001.SH,3066.86,3071.45,3050.93,3050.93,271079460.0,negative_bubble,0.6029943102366561,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-11-17,000001.SH,3043.62,3055.86,3033.75,3054.37,267606393.0,none,0.0,无信号,hold,1.0,default_cli
2023-11-20,000001.SH,3056.93,3072.51,3043.51,3068.32,287556998.0,none,0.0,无信号,hold,1.0,default_cli
2023-11-21,000001.SH,3074.83,3089.77,3063.34,3067.93,330733102.0,none,0.0,无信号,hold,1.0,default_cli
2023-11-22,000001.SH,3060.5,3067.96,3043.61,3043.61,289056490.0,none,0.0,无信号,hold,1.0,default_cli
2023-11-23,000001.SH,3041.68,3062.87,3034.3,3061.86,276592059.0,bubble_warning,0.4269407776472931,观察信号,reduce,0.5,default_cli
